txn_id,amount_usd,merchant_cat,country,user_age,acct_age_days,txn_hour,device,prior_fraud_flags,velocity_24h,avg_txn_usd,distance_km,is_weekend,is_fraud
T6479,281.13,Travel,US,44,246,8,ATM,0,1,244.8,5.8,No,0
T6480,55.92,Grocery,US,39,3,2,Web,0,1,22.64,52.2,No,0
T6481,65.05,Travel,US,47,398,1,Mobile,0,3,54.3,177.1,No,0
T6482,105.0,Travel,UK,35,449,13,Mobile,0,2,100.64,15.9,No,0
T6483,47.94,Restaurant,US,43,294,15,Web,0,2,54.05,69.5,No,0
T6484,58.63,Grocery,US,51,467,13,ATM,0,2,52.98,26.6,Yes,0
T6485,20.56,Grocery,US,30,156,3,Web,0,2,5.0,3.3,No,0
T6486,26.13,Travel,US,40,64,1,Web,0,4,30.54,60.2,No,0
T6487,36.48,Other,US,18,436,15,Mobile,0,2,22.4,14.1,No,0
T6488,12.24,Electronics,BR,46,112,7,Mobile,0,1,31.34,45.4,Yes,0
T6489,183.3,Electronics,US,61,243,0,ATM,1,3,181.31,3.7,Yes,0
T6490,11.71,Restaurant,US,23,270,17,Mobile,0,4,14.22,6.4,No,0
T6491,12.5,Restaurant,NG,36,259,21,Mobile,0,1,15.68,0.3,No,0
T6492,36.94,Grocery,RU,48,364,8,Mobile,0,1,21.2,12.3,No,0
T6493,57.57,Electronics,US,38,11,11,Web,2,2,54.76,7.0,Yes,0
T6494,17.68,Grocery,US,39,1829,4,Web,0,4,27.89,17.4,Yes,0
T6495,21.91,Other,IN,33,503,20,Web,0,5,27.42,11.4,Yes,0
T6496,27.9,Grocery,US,32,221,2,Mobile,0,1,5.0,15.3,Yes,0
T6497,37.83,Electronics,RU,36,84,7,Mobile,0,0,46.86,6.9,No,0
T6498,69.58,Grocery,US,38,33,21,Web,0,0,78.05,9.8,No,0
T6499,17.3,Grocery,US,23,446,15,ATM,0,3,34.18,16.6,No,0
T6500,23.98,Restaurant,US,37,152,17,Mobile,0,3,18.83,28.7,Yes,0
T6501,53.61,Grocery,RU,56,104,11,Mobile,0,2,74.02,15.2,No,0
T6502,119.12,Grocery,CN,32,191,11,Web,0,2,60.45,10.4,No,0
T6503,91.21,Electronics,US,23,359,20,Mobile,0,2,71.89,50.6,No,0
T6504,53.67,Grocery,US,36,445,3,Mobile,1,1,68.97,22.5,Yes,0
T6505,5.0,Grocery,US,29,414,9,Mobile,0,3,15.95,46.2,No,0
T6506,15.26,Restaurant,US,21,795,8,Web,2,2,5.01,25.5,Yes,0
T6507,16.71,Restaurant,NG,39,98,3,Mobile,2,3,6.93,26.7,No,1
T6508,100.91,Other,US,29,405,23,ATM,0,2,92.27,23.6,No,0
T6509,12.66,Other,CN,30,42,0,Mobile,0,2,5.0,95.7,No,0
T6510,7.88,Restaurant,UK,39,317,4,Mobile,0,4,16.56,24.2,Yes,0
T6511,54.0,Grocery,CN,19,350,2,Mobile,0,2,77.57,46.0,No,0
T6512,60.14,Restaurant,RU,18,97,10,Web,0,5,55.54,31.4,No,0
T6513,17.2,Restaurant,US,46,198,12,Web,0,2,18.68,44.9,Yes,0
T6514,23.53,Restaurant,US,18,702,21,Mobile,0,1,30.73,10.9,No,0
T6515,181.08,Travel,US,26,64,10,Mobile,0,2,173.1,6.3,Yes,0
T6516,9.24,Grocery,US,18,228,5,Mobile,0,2,11.19,44.6,No,0
T6517,12.94,Restaurant,US,32,1079,21,Mobile,3,1,29.86,204.2,No,1
T6518,67.46,Restaurant,US,43,280,3,Web,0,3,30.01,14.9,No,0
T6519,41.07,Other,Other,39,516,6,Web,0,2,38.9,0.1,No,0
T6520,34.22,Grocery,US,66,701,2,Mobile,0,0,10.36,122.0,No,0
T6521,7.79,Grocery,RU,51,91,21,ATM,0,1,7.61,7.1,No,0
T6522,14.05,Grocery,CN,26,98,9,Web,0,0,32.35,100.9,No,0
T6523,26.8,Restaurant,NG,23,568,4,Mobile,0,1,36.47,36.1,No,1
T6524,244.16,Grocery,US,70,559,18,Mobile,0,9,167.27,9.9,No,0
T6525,21.52,Grocery,US,50,24,17,Mobile,0,4,21.18,11.0,Yes,0
T6526,8.31,Other,US,45,155,16,Mobile,0,2,5.0,37.5,No,0
T6527,23.47,Grocery,US,38,203,23,Web,2,1,26.01,79.2,No,0
T6528,17.87,Restaurant,US,41,706,0,Web,0,2,5.0,83.2,No,0
T6529,65.14,Electronics,BR,20,219,4,Mobile,1,2,37.79,13.6,No,1
T6530,5.0,Restaurant,US,39,1041,20,Mobile,0,6,5.0,62.1,No,0
T6531,18.55,Travel,US,38,2274,16,Web,0,0,31.68,32.7,No,0
T6532,152.55,Other,Other,27,606,20,Web,0,1,135.07,48.4,Yes,0
T6533,68.24,Other,US,31,439,8,ATM,1,4,86.24,6.9,Yes,0
T6534,38.98,Grocery,US,56,198,10,ATM,0,1,26.77,28.5,No,0
T6535,20.96,Grocery,RU,36,27,21,Mobile,0,2,13.66,6.6,Yes,0
T6536,71.85,Grocery,US,62,340,6,Mobile,0,0,47.95,34.9,No,0
T6537,69.25,Restaurant,UK,18,179,6,Web,1,2,28.64,3.2,Yes,0
T6538,11.9,Other,US,31,172,1,ATM,0,4,15.67,7.2,No,0
T6539,109.76,Electronics,NG,19,465,13,Mobile,0,3,116.5,19.7,No,0
T6540,341.64,Restaurant,US,23,249,15,Mobile,0,3,437.03,35.8,No,0
T6541,24.5,Grocery,US,28,557,4,Mobile,0,2,8.3,6.1,No,0
T6542,13.33,Restaurant,UK,41,203,17,Web,0,2,29.56,105.6,No,0
T6543,81.73,Other,US,41,65,3,Web,0,3,108.52,16.4,No,0
T6544,92.94,Grocery,US,29,247,11,Web,0,5,72.6,43.8,Yes,0
T6545,28.15,Travel,US,18,1206,18,Mobile,0,2,35.02,7.7,No,0
T6546,11.01,Grocery,US,55,646,12,Mobile,0,6,5.0,67.1,No,0
T6547,56.54,Travel,US,34,92,5,Mobile,0,2,51.61,38.8,No,0
T6548,5.0,Travel,UK,24,198,10,Mobile,0,4,5.0,136.1,No,0
T6549,42.14,Grocery,UK,41,1051,14,ATM,0,0,51.94,58.1,Yes,0
T6550,5.0,Electronics,IN,40,52,20,Mobile,0,2,9.51,199.7,No,0
T6551,23.91,Electronics,US,34,117,16,Mobile,1,4,16.27,83.7,Yes,0
T6552,122.3,Travel,US,39,121,1,Web,0,2,138.54,37.8,No,0
T6553,315.95,Travel,RU,24,338,12,Mobile,0,3,206.24,12.7,No,0
T6554,104.62,Grocery,NG,47,211,22,ATM,0,3,92.45,20.8,Yes,0
T6555,43.3,Restaurant,US,26,33,0,Mobile,0,0,23.44,23.5,No,0
T6556,59.2,Restaurant,US,30,396,3,Web,0,1,29.41,122.2,No,0
T6557,46.06,Electronics,US,45,41,14,Web,1,5,38.39,14.9,No,1
T6558,13.06,Grocery,US,52,372,15,Mobile,0,1,12.85,64.0,Yes,0
T6559,55.87,Restaurant,IN,57,282,10,Mobile,0,3,76.97,44.4,No,0
T6560,25.8,Other,US,50,272,2,Mobile,0,4,21.36,9.4,Yes,0
T6561,81.06,Grocery,IN,34,27,11,Mobile,0,2,63.41,15.6,No,0
T6562,114.81,Electronics,US,19,407,11,Mobile,0,3,127.55,16.7,No,0
T6563,23.48,Grocery,US,54,225,10,ATM,0,3,7.1,9.9,No,0
T6564,33.98,Travel,BR,54,211,15,Mobile,0,2,61.0,76.7,No,0
T6565,46.72,Grocery,US,29,362,20,Mobile,0,1,44.52,18.8,No,0
T6566,45.65,Electronics,US,49,372,20,Mobile,0,2,72.69,38.2,Yes,0
T6567,330.81,Restaurant,Other,34,6,12,Web,0,3,233.95,66.7,Yes,0
T6568,27.75,Travel,NG,56,53,11,ATM,0,0,24.33,173.2,No,0
T6569,5.6,Electronics,RU,31,107,9,Mobile,1,3,5.0,120.5,No,0
T6570,29.79,Electronics,US,61,453,10,Mobile,1,0,24.67,11.9,No,0
T6571,246.91,Travel,US,47,343,17,Mobile,0,1,210.71,112.3,No,0
T6572,55.03,Grocery,CN,59,566,4,Mobile,1,1,71.14,93.6,Yes,1
T6573,40.74,Grocery,US,32,539,19,Web,0,3,41.33,1.5,Yes,0
T6574,10.97,Other,NG,42,767,12,Mobile,0,1,20.97,108.0,No,0
T6575,31.96,Grocery,US,26,189,16,Web,0,1,57.06,38.2,No,0
T6576,169.16,Restaurant,US,48,169,11,Mobile,0,1,100.96,10.6,Yes,0
T6577,110.26,Other,Other,48,711,16,ATM,0,0,149.85,268.3,No,0
T6578,155.52,Grocery,US,66,108,0,Mobile,0,1,102.66,18.7,Yes,0
T6579,10.57,Electronics,US,43,247,7,Web,1,2,26.06,10.4,No,0
T6580,76.62,Travel,US,46,86,15,ATM,0,1,52.35,9.5,No,0
T6581,5.0,Other,US,32,980,14,ATM,0,6,29.01,37.4,No,0
T6582,33.43,Other,US,44,209,18,Web,0,3,67.0,9.6,No,0
T6583,50.06,Restaurant,US,33,95,9,Mobile,0,2,68.55,36.7,Yes,0
T6584,118.71,Grocery,US,39,471,1,Mobile,0,4,113.28,66.8,No,0
T6585,92.94,Restaurant,RU,40,112,3,Web,0,1,93.84,148.4,No,0
T6586,129.45,Electronics,US,33,1149,3,Web,0,5,169.4,22.9,No,0
T6587,148.83,Electronics,Other,38,183,19,Mobile,0,2,182.39,186.3,No,0
T6588,33.96,Grocery,US,33,437,11,ATM,0,0,14.71,225.1,No,0
T6589,9.66,Grocery,UK,33,169,16,Web,0,2,5.0,44.3,No,0
T6590,64.22,Restaurant,US,50,658,20,Mobile,0,1,62.33,18.0,Yes,0
T6591,85.41,Electronics,RU,40,908,21,Mobile,0,1,70.21,95.9,No,0
T6592,21.28,Electronics,Other,42,620,3,Mobile,2,1,19.96,2.7,No,0
T6593,39.44,Electronics,BR,20,754,7,Mobile,0,1,34.32,29.1,Yes,0
T6594,72.7,Other,UK,43,42,15,Web,0,2,74.07,50.2,No,0
T6595,169.73,Restaurant,US,44,1031,14,Mobile,0,0,133.55,199.0,No,0
T6596,8.98,Grocery,BR,33,391,13,Web,0,2,5.0,59.4,No,0
T6597,125.3,Grocery,CN,63,813,18,Web,0,2,147.93,13.1,No,0
T6598,34.49,Grocery,Other,18,461,10,Web,0,4,38.97,96.0,Yes,0
T6599,31.04,Other,US,47,90,12,Web,0,2,29.09,53.6,No,0
T6600,127.84,Travel,Other,46,376,22,Web,0,1,112.66,99.9,No,0
T6601,21.31,Travel,US,44,38,7,ATM,0,5,30.18,59.5,Yes,0
T6602,62.58,Travel,US,40,475,22,Mobile,0,3,85.87,21.4,Yes,0
T6603,18.33,Electronics,US,44,210,8,Mobile,0,2,27.52,6.2,Yes,0
T6604,29.74,Restaurant,US,48,65,1,Web,0,3,53.82,58.8,No,0
T6605,160.04,Travel,RU,29,1549,19,Mobile,0,2,174.47,11.4,No,0
T6606,55.98,Grocery,NG,41,925,1,Mobile,0,0,65.92,3.4,No,0
T6607,131.86,Grocery,RU,35,896,7,Mobile,0,4,142.35,17.3,No,0
T6608,5.0,Travel,UK,24,622,17,Mobile,0,1,13.58,19.1,Yes,0
T6609,136.9,Other,US,46,471,23,Web,0,3,151.43,244.8,Yes,0
T6610,13.16,Electronics,IN,31,425,21,Mobile,0,2,18.8,41.4,Yes,0
T6611,19.52,Other,US,20,44,6,Mobile,0,2,8.57,230.3,No,0
T6612,23.11,Restaurant,BR,31,923,10,Web,0,1,19.46,74.0,No,0
T6613,53.35,Grocery,IN,28,851,21,Web,1,2,54.92,34.1,Yes,0
T6614,54.2,Grocery,IN,50,551,19,Web,0,2,41.42,16.7,No,0
T6615,67.54,Grocery,US,39,1048,0,Mobile,2,2,36.78,12.7,No,0
T6616,53.26,Restaurant,NG,54,322,15,Mobile,0,3,83.04,13.3,Yes,0
T6617,54.05,Grocery,US,30,237,15,Mobile,0,2,71.59,98.8,No,0
T6618,26.98,Electronics,US,48,1376,9,Mobile,0,0,25.36,25.2,Yes,0
T6619,45.93,Travel,RU,72,249,23,Web,0,3,37.76,30.0,No,0
T6620,56.79,Restaurant,US,42,410,16,Web,0,1,54.06,48.0,Yes,0
T6621,8.88,Grocery,NG,48,186,9,Web,0,1,7.89,2.9,Yes,0
T6622,62.38,Electronics,US,46,404,5,Mobile,0,2,57.5,32.2,No,0
T6623,45.66,Travel,US,20,509,13,Mobile,0,0,45.44,0.8,No,0
T6624,105.01,Travel,NG,45,391,14,Web,1,4,102.58,68.3,Yes,1
T6625,165.16,Restaurant,US,41,289,3,Web,1,1,193.46,1.2,No,0
T6626,175.04,Grocery,US,34,142,1,Mobile,0,3,218.89,61.1,Yes,0
T6627,5.0,Restaurant,US,27,412,18,Mobile,0,0,21.43,11.2,No,0
T6628,15.42,Restaurant,US,46,956,12,Web,0,2,28.31,83.7,Yes,0
T6629,13.23,Travel,IN,26,2,11,Mobile,0,1,19.52,19.0,No,0
T6630,37.78,Restaurant,US,63,57,20,Mobile,0,2,21.27,117.4,Yes,0
T6631,18.93,Electronics,NG,39,51,22,ATM,0,3,17.51,67.1,Yes,0
T6632,97.12,Grocery,RU,23,1026,12,Mobile,1,0,84.34,11.8,No,0
T6633,18.69,Restaurant,US,31,434,14,ATM,0,3,35.26,108.0,Yes,0
T6634,44.93,Travel,IN,34,1212,1,Mobile,0,6,32.55,1.0,No,0
T6635,16.72,Restaurant,UK,66,349,7,Web,0,0,34.35,48.5,No,0
T6636,41.84,Electronics,US,27,247,2,Web,1,2,60.22,92.0,No,0
T6637,5.0,Other,US,36,628,0,Web,0,2,5.0,6.9,Yes,0
T6638,18.88,Travel,US,31,70,23,Mobile,0,3,19.78,2.3,No,0
T6639,6.33,Grocery,IN,43,192,10,Mobile,0,2,21.05,109.8,No,0
T6640,111.03,Electronics,UK,31,251,8,Mobile,0,2,102.49,17.6,No,0
T6641,41.01,Restaurant,US,24,141,23,Mobile,0,4,50.26,54.7,No,0
T6642,32.47,Restaurant,RU,35,185,16,Mobile,0,1,34.05,90.9,No,0
T6643,24.65,Travel,RU,34,32,6,Web,0,1,5.0,5.8,No,1
T6644,30.47,Other,UK,30,88,22,Mobile,1,1,18.69,23.7,No,0
T6645,105.57,Grocery,RU,31,163,3,Mobile,0,3,142.11,64.9,No,0
T6646,36.66,Electronics,US,52,635,12,Mobile,0,3,28.79,4.0,No,0
T6647,24.73,Other,NG,34,80,23,Mobile,0,1,21.29,69.0,Yes,0
T6648,6.39,Other,UK,24,170,4,Web,0,7,29.29,106.3,No,0
T6649,21.12,Restaurant,BR,32,26,11,Web,2,1,48.94,79.2,Yes,1
T6650,32.51,Other,US,38,325,19,Mobile,0,1,12.07,13.7,No,0
T6651,53.11,Grocery,US,21,377,4,ATM,0,2,27.03,91.2,No,0
T6652,62.17,Other,US,57,802,10,Mobile,0,3,45.83,58.6,No,0
T6653,74.54,Electronics,US,48,683,1,Web,0,4,103.5,68.8,No,0
T6654,31.86,Grocery,IN,55,134,3,Web,1,2,24.69,68.8,Yes,0
T6655,14.81,Grocery,US,42,58,9,Mobile,0,2,41.93,29.9,No,0
T6656,30.5,Electronics,BR,18,67,23,Mobile,0,0,6.06,115.7,No,0
T6657,14.24,Grocery,IN,56,1389,6,Mobile,1,3,5.0,6.6,No,0
T6658,6.0,Electronics,IN,27,447,11,Web,0,2,5.0,159.4,No,0
T6659,55.4,Grocery,US,28,17,7,ATM,0,3,41.21,0.3,No,0
T6660,5.28,Grocery,Other,39,58,22,Mobile,0,1,38.62,73.1,Yes,0
T6661,12.24,Travel,BR,54,266,22,Mobile,5,2,16.86,10.3,No,1
T6662,34.64,Electronics,RU,50,93,22,Mobile,0,1,32.76,3.3,Yes,0
T6663,190.53,Electronics,US,48,651,15,Mobile,0,0,175.78,34.6,Yes,0
T6664,18.41,Restaurant,US,34,340,1,Web,0,2,14.45,36.1,No,0
T6665,5.0,Other,US,34,379,2,Mobile,0,1,5.0,55.2,No,0
T6666,31.25,Restaurant,US,42,248,16,Mobile,0,3,15.04,45.1,Yes,0
T6667,33.15,Electronics,US,36,118,14,Mobile,1,0,32.2,1.6,Yes,0
T6668,13.99,Restaurant,UK,48,356,17,Web,0,1,33.86,11.4,No,0
T6669,28.5,Grocery,UK,47,504,9,Mobile,0,2,31.46,62.9,No,0
T6670,16.78,Grocery,US,45,185,21,Mobile,0,0,19.84,142.7,Yes,0
T6671,51.57,Electronics,US,18,281,1,Web,0,4,57.06,72.6,No,0
T6672,17.34,Restaurant,NG,39,732,16,Mobile,0,3,17.83,212.1,No,0
T6673,17.51,Grocery,US,36,64,15,Mobile,0,3,23.0,6.6,No,0
T6674,80.13,Grocery,BR,40,315,23,Mobile,0,4,39.59,159.1,No,0
T6675,29.51,Grocery,US,28,171,6,Web,1,0,47.02,23.4,No,0
T6676,20.12,Other,US,22,485,18,Mobile,0,5,24.89,41.1,No,0
T6677,165.64,Restaurant,US,43,7,15,Mobile,0,0,124.96,187.4,No,0
T6678,51.47,Grocery,RU,33,444,0,Web,0,1,44.58,29.7,No,0
T6679,6.67,Travel,US,44,43,3,Mobile,0,1,5.0,18.9,No,0
T6680,10.66,Travel,NG,29,26,12,ATM,0,3,7.66,78.2,No,0
T6681,32.85,Restaurant,US,54,515,9,ATM,0,1,6.32,61.0,No,0
T6682,87.93,Grocery,US,50,409,10,Web,0,1,69.89,1.1,No,0
T6683,5.0,Other,IN,41,901,18,Web,0,2,5.0,33.2,No,0
T6684,10.31,Electronics,US,35,293,14,Web,0,1,38.94,128.3,Yes,0
T6685,142.89,Restaurant,RU,48,302,10,Mobile,0,4,166.13,39.6,Yes,0
T6686,16.19,Grocery,US,42,491,2,Mobile,0,4,5.0,47.5,No,0
T6687,16.29,Electronics,US,40,156,1,Web,0,1,5.0,33.5,No,0
T6688,8.52,Electronics,RU,50,15,10,Web,1,0,42.9,44.1,No,1
T6689,63.03,Travel,Other,55,104,9,Web,0,2,64.7,17.5,No,0
T6690,6.8,Grocery,US,22,108,2,ATM,1,2,5.0,11.4,No,0
T6691,32.83,Restaurant,BR,25,163,4,Mobile,0,4,19.95,24.9,Yes,0
T6692,57.74,Grocery,US,28,1149,14,Web,4,1,20.74,13.2,No,1
T6693,39.3,Restaurant,BR,19,653,3,Web,0,1,42.34,120.8,No,1
T6694,45.29,Restaurant,IN,37,1099,16,Web,0,4,44.01,8.0,Yes,0
T6695,19.83,Travel,US,45,2631,0,Mobile,0,3,39.44,13.7,Yes,0
T6696,108.18,Restaurant,US,37,227,0,Web,0,6,104.58,77.9,No,0
T6697,54.67,Restaurant,US,31,103,11,Mobile,0,3,38.73,5.4,No,0
T6698,8.67,Electronics,US,51,328,9,Mobile,1,3,15.96,79.7,No,0
T6699,21.68,Restaurant,US,39,851,8,Mobile,0,3,31.27,43.2,No,0
T6700,246.05,Grocery,UK,42,250,8,ATM,0,3,286.04,30.9,No,0
T6701,52.69,Travel,Other,51,281,19,Web,0,3,31.86,102.2,Yes,0
T6702,73.87,Restaurant,US,36,57,19,Web,0,3,65.99,25.4,Yes,0
T6703,11.07,Electronics,US,62,218,13,Mobile,0,3,16.04,16.0,No,0
T6704,100.26,Electronics,UK,32,195,22,Web,0,5,137.61,39.2,No,0
T6705,5.0,Electronics,CN,61,173,18,ATM,0,0,5.0,40.8,No,0
T6706,49.9,Restaurant,US,26,873,9,Mobile,0,3,41.16,6.6,No,0
T6707,26.71,Other,US,44,24,2,ATM,0,3,47.12,76.9,No,0
T6708,27.59,Travel,US,30,1432,19,Mobile,0,6,30.27,23.4,Yes,0
T6709,102.04,Restaurant,US,51,3,21,ATM,0,2,83.57,6.7,Yes,0
T6710,11.9,Other,US,32,1164,16,Web,0,3,10.27,5.2,No,0
T6711,46.37,Grocery,US,41,317,2,Mobile,2,2,34.37,41.6,No,1
T6712,47.52,Grocery,US,30,484,11,Mobile,0,3,9.4,23.4,No,0
T6713,47.11,Restaurant,UK,49,82,14,Mobile,0,4,27.73,19.1,No,0
T6714,150.63,Restaurant,US,30,424,4,Mobile,0,1,184.95,30.8,No,0
T6715,35.19,Other,US,58,854,14,Web,0,3,53.8,78.6,Yes,0
T6716,57.28,Electronics,US,26,60,19,Mobile,1,3,33.48,9.3,No,0
T6717,103.13,Grocery,CN,21,54,23,ATM,0,0,124.15,6.3,No,0
T6718,17.23,Electronics,NG,49,144,15,Web,0,3,5.0,102.4,No,0
T6719,31.28,Grocery,US,30,70,8,ATM,0,0,50.31,83.4,No,0
T6720,10.25,Grocery,US,37,46,7,Web,0,1,5.0,8.9,No,0
T6721,64.11,Restaurant,UK,34,453,10,Mobile,0,3,33.65,40.9,Yes,0
T6722,40.77,Grocery,US,22,96,8,Mobile,0,1,36.25,39.2,No,0
T6723,76.37,Restaurant,US,37,439,15,Mobile,0,4,86.55,74.4,No,0
T6724,33.81,Electronics,US,53,791,13,Web,0,2,65.09,20.0,No,0
T6725,21.19,Travel,CN,50,422,14,Web,0,3,30.37,3.3,No,0
T6726,52.64,Grocery,NG,40,50,13,Mobile,0,3,78.33,10.3,No,0
T6727,154.57,Electronics,UK,51,340,23,Mobile,0,4,124.31,11.9,No,0
T6728,65.49,Grocery,US,25,200,9,Web,0,1,37.05,31.3,No,0
T6729,8.77,Other,CN,34,168,12,Web,0,3,16.34,35.0,Yes,0
T6730,44.2,Restaurant,CN,42,153,0,Mobile,0,1,65.9,11.5,No,0
T6731,306.8,Electronics,Other,36,1060,22,Mobile,0,3,340.08,19.2,No,0
T6732,18.91,Grocery,US,35,542,8,Web,1,1,14.38,76.7,No,0
T6733,22.51,Other,US,23,57,16,Web,0,2,5.0,2.2,No,0
T6734,5.16,Electronics,IN,18,258,16,Mobile,0,2,18.28,68.0,No,0
T6735,33.5,Grocery,US,47,153,9,ATM,1,5,17.43,190.3,Yes,0
T6736,23.25,Travel,US,40,1525,12,Web,0,4,58.42,71.7,Yes,0
T6737,58.86,Other,US,48,1527,17,Web,0,0,52.7,134.3,No,0
T6738,37.0,Grocery,NG,32,153,12,Mobile,0,2,33.65,15.3,No,0
T6739,44.09,Grocery,NG,29,173,20,Web,0,2,45.85,36.5,No,0
T6740,63.67,Other,US,38,365,23,Mobile,4,2,55.43,26.8,No,0
T6741,5.94,Grocery,NG,48,261,12,Mobile,0,6,15.27,15.9,No,0
T6742,115.01,Grocery,UK,35,95,23,Mobile,0,3,101.66,2.1,No,0
T6743,55.42,Travel,BR,47,432,9,Mobile,1,3,48.0,71.2,Yes,0
T6744,96.83,Other,US,25,162,19,ATM,0,1,106.35,64.5,No,0
T6745,55.55,Electronics,US,36,424,6,Mobile,0,1,47.05,41.7,No,0
T6746,54.02,Other,US,37,193,6,Mobile,0,2,19.74,182.4,No,0
T6747,30.51,Restaurant,US,52,481,8,Mobile,0,2,23.37,100.9,No,0
T6748,22.44,Grocery,UK,40,440,15,Web,0,5,14.71,41.4,No,0
T6749,87.47,Other,US,58,284,14,Mobile,0,1,106.18,126.6,Yes,0
T6750,56.5,Electronics,Other,21,487,2,Mobile,0,2,42.42,41.0,Yes,0
T6751,25.94,Grocery,US,39,247,12,Mobile,0,3,12.63,90.9,Yes,0
T6752,138.78,Travel,US,40,49,10,Mobile,1,2,146.17,34.8,Yes,1
T6753,30.37,Electronics,US,45,80,7,Mobile,1,0,44.32,82.1,No,0
T6754,54.83,Grocery,US,28,112,20,Mobile,1,1,26.84,29.6,No,0
T6755,11.6,Grocery,US,58,26,20,Mobile,0,0,5.0,42.4,No,0
T6756,23.39,Electronics,RU,38,497,23,Mobile,0,5,31.63,10.9,No,0
T6757,12.08,Restaurant,US,24,183,5,Web,1,2,5.0,48.2,No,0
T6758,12.22,Travel,UK,37,39,9,Mobile,0,2,20.63,80.0,No,0
T6759,30.07,Other,IN,34,685,16,Mobile,0,3,19.28,90.9,Yes,0
T6760,21.47,Grocery,US,71,460,19,Mobile,0,3,22.88,73.3,No,0
T6761,95.48,Grocery,UK,50,240,8,Mobile,0,1,50.97,0.6,No,0
T6762,19.36,Grocery,NG,38,113,20,Web,0,2,18.78,134.8,No,0
T6763,59.47,Grocery,US,36,65,13,Mobile,0,2,88.8,3.0,No,0
T6764,17.44,Grocery,US,49,245,19,ATM,0,1,34.31,61.8,No,0
T6765,36.19,Restaurant,CN,49,865,12,Mobile,0,2,15.2,86.3,Yes,0
T6766,12.22,Other,US,18,83,0,Mobile,0,3,11.41,72.9,No,0
T6767,71.21,Other,US,45,336,23,Web,0,2,35.95,73.9,Yes,0
T6768,160.44,Grocery,Other,38,1304,18,ATM,2,3,192.54,12.7,No,0
T6769,11.43,Other,US,22,405,8,Mobile,0,2,10.98,4.5,No,0
T6770,65.24,Electronics,US,48,231,16,Mobile,0,1,69.87,32.1,No,0
T6771,180.42,Grocery,NG,64,504,14,Mobile,1,0,101.54,49.9,No,0
T6772,16.11,Other,NG,44,696,19,Web,0,2,37.48,87.0,No,0
T6773,157.56,Restaurant,US,51,357,4,ATM,0,1,128.89,21.7,No,0
T6774,37.84,Grocery,US,59,821,3,Mobile,0,2,15.84,86.8,No,0
T6775,32.65,Electronics,BR,28,289,3,Mobile,0,1,10.27,34.8,No,0
T6776,27.27,Grocery,RU,18,708,14,Web,0,6,44.17,77.1,No,0
T6777,27.7,Restaurant,US,45,1214,4,Mobile,0,2,36.41,12.9,No,0
T6778,10.82,Electronics,US,35,278,16,Mobile,2,1,5.83,72.4,No,0
T6779,20.45,Other,US,21,371,6,Mobile,0,1,21.71,12.0,Yes,0
T6780,310.32,Grocery,NG,37,376,5,Mobile,0,2,194.96,4.2,No,0
T6781,8.79,Electronics,NG,46,608,14,ATM,0,1,23.52,77.1,No,0
T6782,43.65,Travel,Other,36,692,19,Mobile,0,3,56.4,76.0,No,0
T6783,33.64,Travel,NG,28,11,13,Web,0,2,46.71,5.8,No,0
T6784,31.5,Electronics,UK,35,528,9,Mobile,2,0,26.98,27.7,No,0
T6785,16.48,Restaurant,US,37,612,5,Web,0,0,31.38,1.6,No,0
T6786,6.47,Other,RU,18,482,9,Mobile,4,4,5.0,64.0,No,0
T6787,48.38,Other,RU,36,500,22,ATM,0,2,61.67,75.5,Yes,0
T6788,19.09,Restaurant,US,21,16,19,Web,0,3,34.31,55.6,Yes,0
T6789,39.88,Other,US,45,233,8,Mobile,0,1,61.84,37.4,No,0
T6790,17.34,Travel,CN,19,681,12,Mobile,0,1,35.61,7.3,No,0
T6791,61.0,Restaurant,US,50,1087,13,ATM,0,1,29.34,218.9,No,0
T6792,34.37,Electronics,US,33,104,0,Web,0,2,34.89,14.8,No,0
T6793,44.02,Electronics,UK,31,346,0,Mobile,2,1,34.88,91.2,No,0
T6794,60.56,Electronics,IN,41,652,18,Web,0,3,44.36,4.0,No,0
T6795,36.81,Electronics,US,27,558,8,Mobile,0,4,38.92,10.6,No,0
T6796,16.65,Grocery,BR,41,385,4,Web,2,2,41.8,58.1,No,1
T6797,86.18,Other,US,29,7,16,Web,0,5,99.63,2.1,No,0
T6798,233.73,Electronics,US,31,514,15,Mobile,1,4,281.77,0.4,No,0
T6799,53.03,Grocery,US,42,593,11,Mobile,0,2,41.52,47.8,No,0
T6800,5.0,Travel,RU,24,513,4,Mobile,2,1,5.0,56.0,Yes,1
T6801,15.63,Grocery,Other,22,580,5,ATM,0,1,12.75,61.8,Yes,0
T6802,29.61,Grocery,BR,40,225,19,Web,0,2,32.75,99.7,No,0
T6803,24.84,Grocery,CN,37,2030,22,Web,2,4,19.6,19.1,No,0
T6804,7.66,Electronics,US,40,589,10,Mobile,0,2,11.52,4.5,No,0
T6805,17.1,Electronics,US,41,345,18,Mobile,0,0,6.55,25.4,No,0
T6806,35.32,Restaurant,UK,38,1088,20,Web,0,1,15.34,14.7,No,0
T6807,45.0,Restaurant,US,45,955,5,Mobile,0,2,36.65,158.9,No,0
T6808,35.86,Electronics,BR,39,674,22,Mobile,1,6,26.2,11.2,Yes,1
